InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
573020,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,27-10-2011 12:37,2.95,14842,United Kingdom,17.7
578516,79066K,RETRO MOD TRAY,12,24-11-2011 13:53,0.85,14591,United Kingdom,10.2
578305,21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,18,23-11-2011 15:44,5.95,14088,United Kingdom,107.1
578233,22092,BLUE PAISLEY TISSUE BOX,2,23-11-2011 12:20,0.39,14049,United Kingdom,0.78
566408,47566,PARTY BUNTING,2,12-09-2011 13:43,4.95,16984,United Kingdom,9.9
581407,23453,OVAL  MINI PORTRAIT FRAME,1,08-12-2011 13:59,1.95,13263,United Kingdom,1.95
578262,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,23-11-2011 13:27,1.25,18283,United Kingdom,2.5
567954,22027,TEA PARTY BIRTHDAY CARD,12,23-09-2011 08:30,0.42,13004,United Kingdom,5.04
574835,23564,EGG CUP MILKMAID INGRID,12,07-11-2011 11:31,1.25,13139,United Kingdom,15
565152,51014C,"FEATHER PEN,COAL BLACK",12,01-09-2011 14:42,0.39,17799,United Kingdom,4.68
574714,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,06-11-2011 14:29,4.95,15427,United Kingdom,4.95
576339,22314,OFFICE MUG WARMER CHOC+BLUE,1,14-11-2011 15:27,5.79,14096,United Kingdom,5.79
577599,20983,12 PENCILS TALL TUBE RED RETROSPOT,24,21-11-2011 08:26,0.85,15738,United Kingdom,20.4
570380,21577,SAVE THE PLANET COTTON TOTE BAG,1,10-10-2011 12:35,2.25,14606,United Kingdom,2.25
581443,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,24,08-12-2011 16:58,0.21,13026,United Kingdom,5.04
573373,23266,SET OF 3 WOODEN STOCKING DECORATION,1,30-10-2011 13:37,1.25,14684,United Kingdom,1.25
568301,48187,DOORMAT NEW ENGLAND,1,26-09-2011 12:45,8.25,16383,United Kingdom,8.25
565456,22429,ENAMEL MEASURING JUG CREAM,1,04-09-2011 16:12,4.25,16629,United Kingdom,4.25
581146,23302,KNEELING MAT HOUSEWORK  DESIGN,3,07-12-2011 13:53,0.79,17602,United Kingdom,2.37
570791,84508B,STRIPES DESIGN TEDDY,1,12-10-2011 11:58,2.55,17346,United Kingdom,2.55
572484,23208,LUNCH BAG VINTAGE LEAF DESIGN,2,24-10-2011 13:50,1.65,17220,United Kingdom,3.3
576665,22112,CHOCOLATE HOT WATER BOTTLE,1,16-11-2011 11:46,4.95,17841,United Kingdom,4.95
580679,22921,HERB MARKER CHIVES ,12,05-12-2011 14:49,0.65,18198,United Kingdom,7.8
574107,22867,HAND WARMER BIRD DESIGN,12,03-11-2011 10:49,2.1,13728,United Kingdom,25.2
569472,22792,FLUTED ANTIQUE CANDLE HOLDER,12,04-10-2011 12:38,0.85,14515,United Kingdom,10.2
569521,23035,DRAWER KNOB CERAMIC IVORY,6,04-10-2011 14:33,1.45,16474,United Kingdom,8.7
567460,23296,SET OF 6 TEA TIME BAKING CASES,20,20-09-2011 12:30,1.25,15888,United Kingdom,25
571205,22144,CHRISTMAS CRAFT LITTLE FRIENDS,6,14-10-2011 12:41,2.1,15620,United Kingdom,12.6
578270,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5,23-11-2011 13:39,2.08,14096,United Kingdom,10.4
572139,22993,SET OF 4 PANTRY JELLY MOULDS,12,21-10-2011 10:19,1.25,18241,United Kingdom,15
569246,22584,PACK OF 6 PANNETONE GIFT BOXES,42,03-10-2011 09:57,4.96,14096,United Kingdom,208.32
566275,20724,RED RETROSPOT CHARLOTTE BAG,4,11-09-2011 13:58,0.85,16549,United Kingdom,3.4
577056,90129B,TURQUOISE GLASS TASSLE BAG CHARM ,7,17-11-2011 14:24,2.95,17985,United Kingdom,20.65
581251,22727,ALARM CLOCK BAKELIKE RED ,4,08-12-2011 11:02,3.75,18210,United Kingdom,15
575185,22423,REGENCY CAKESTAND 3 TIER,6,09-11-2011 08:50,12.75,14051,United Kingdom,76.5
580502,21990,MODERN FLORAL STATIONERY SET,1,04-12-2011 13:15,1.25,16931,United Kingdom,1.25
575676,22470,HEART OF WICKER LARGE,40,10-11-2011 15:09,2.55,13499,United Kingdom,102
578935,20717,STRAWBERRY SHOPPER BAG,1,27-11-2011 12:52,1.25,15351,United Kingdom,1.25
573270,85135C,RED DRAGONFLY HELICOPTER,4,28-10-2011 13:00,7.95,17418,United Kingdom,31.8
580046,23313,VINTAGE CHRISTMAS BUNTING,5,01-12-2011 12:42,4.95,16156,United Kingdom,24.75
570855,23506,MINI PLAYING CARDS SPACEBOY ,20,12-10-2011 14:56,0.42,17314,United Kingdom,8.4
579462,23231,WRAP  VINTAGE DOILY ,25,29-11-2011 14:43,0.42,13211,United Kingdom,10.5
566399,22846,BREAD BIN DINER STYLE RED ,2,12-09-2011 13:11,16.95,16141,United Kingdom,33.9
570488,22697,GREEN REGENCY TEACUP AND SAUCER,6,10-10-2011 17:12,5.79,14096,United Kingdom,34.74
577202,21137,BLACK RECORD COVER FRAME,24,18-11-2011 11:47,3.39,12989,United Kingdom,81.36
579690,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,2,30-11-2011 14:03,2.89,15060,United Kingdom,5.78
572284,22534,MAGIC DRAWING SLATE SPACEBOY ,6,23-10-2011 12:08,0.42,16744,United Kingdom,2.52
569695,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,48,05-10-2011 15:35,0.29,16843,United Kingdom,13.92
579516,22384,LUNCH BAG PINK POLKADOT,1,29-11-2011 17:52,1.65,17841,United Kingdom,1.65
565631,84997D,CHILDRENS CUTLERY POLKADOT PINK,72,05-09-2011 15:49,3.75,14680,United Kingdom,270
580318,21935,SUKI  SHOULDER BAG,10,02-12-2011 15:39,1.65,17686,United Kingdom,16.5
565462,47504H,ENGLISH ROSE SPIRIT LEVEL ,24,05-09-2011 09:38,0.79,16551,United Kingdom,18.96
577855,21774,DECORATIVE CATS BATHROOM BOTTLE,1,22-11-2011 11:18,1.25,15877,United Kingdom,1.25
580434,23332,IVORY WICKER HEART LARGE,2,04-12-2011 12:17,1.65,17114,United Kingdom,3.3
578510,22621,TRADITIONAL KNITTING NANCY,2,24-11-2011 13:25,1.65,14056,United Kingdom,3.3
574629,23188,VINTAGE  2 METRE FOLDING RULER,3,06-11-2011 11:21,1.65,16326,United Kingdom,4.95
565141,22978,PANTRY ROLLING PIN,1,01-09-2011 13:40,3.75,17841,United Kingdom,3.75
579938,23215,JINGLE BELL HEART ANTIQUE SILVER,12,01-12-2011 10:18,2.08,14146,United Kingdom,24.96
580615,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,4,05-12-2011 12:05,9.95,16873,United Kingdom,39.8
579525,23196,VINTAGE LEAF MAGNETIC NOTEPAD,36,30-11-2011 08:23,1.45,15113,United Kingdom,52.2
571672,23407,SET OF 2 TRAYS HOME SWEET HOME,2,18-10-2011 13:15,9.95,13880,United Kingdom,19.9
578109,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,24,23-11-2011 09:22,0.39,14020,United Kingdom,9.36
577550,21155,RED RETROSPOT PEG BAG,6,20-11-2011 15:05,2.55,17738,United Kingdom,15.3
576246,20659,ECONOMY LUGGAGE TAG,2,14-11-2011 13:42,1.25,17566,United Kingdom,2.5
572452,21988,PACK OF 6 SKULL PAPER PLATES,12,24-10-2011 12:36,0.85,12921,United Kingdom,10.2
573248,22737,RIBBON REEL CHRISTMAS PRESENT ,3,28-10-2011 12:09,1.65,14498,United Kingdom,4.95
566290,21928,JUMBO BAG SCANDINAVIAN BLUE PAISLEY,1,11-09-2011 15:24,2.08,14456,United Kingdom,2.08
568670,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,28-09-2011 13:07,4.25,14978,United Kingdom,8.5
576246,21588,RETROSPOT GIANT TUBE MATCHES,2,14-11-2011 13:42,2.55,17566,United Kingdom,5.1
570420,21122,SET/10 PINK POLKADOT PARTY CANDLES,1,10-10-2011 13:33,1.25,17841,United Kingdom,1.25
572309,85230B,CINNAMON SCENTED VOTIVE CANDLE,24,23-10-2011 15:29,0.29,14432,United Kingdom,6.96
577099,22303,COFFEE MUG APPLES DESIGN,6,17-11-2011 16:48,2.55,13313,United Kingdom,15.3
566822,22781,GUMBALL MAGAZINE RACK,2,15-09-2011 11:33,7.65,17677,United Kingdom,15.3
569253,22113,GREY HEART HOT WATER BOTTLE,4,03-10-2011 10:55,4.25,13635,United Kingdom,17
571286,85099B,JUMBO BAG RED RETROSPOT,3,16-10-2011 14:35,2.08,14547,United Kingdom,6.24
577089,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,3,17-11-2011 15:59,2.95,12841,United Kingdom,8.85
571746,21889,WOODEN BOX OF DOMINOES,12,19-10-2011 10:56,1.25,17043,United Kingdom,15
567328,23311,VINTAGE CHRISTMAS STOCKING ,6,19-09-2011 14:43,2.55,14356,United Kingdom,15.3
577800,22436,12 COLOURED PARTY BALLOONS,20,21-11-2011 17:00,0.65,15484,United Kingdom,13
565419,23035,DRAWER KNOB CERAMIC IVORY,12,04-09-2011 12:07,1.45,13808,United Kingdom,17.4
569741,23543,WALL ART KEEP CALM ,2,06-10-2011 10:52,8.25,14626,United Kingdom,16.5
577071,23049,RECYCLED ACAPULCO MAT RED,4,17-11-2011 14:56,8.25,13969,United Kingdom,33
565147,47566B,TEA TIME PARTY BUNTING,8,01-09-2011 13:53,4.95,16187,United Kingdom,39.6
574328,21485,RETROSPOT HEART HOT WATER BOTTLE,12,04-11-2011 09:05,4.95,13081,United Kingdom,59.4
567458,82600,NO SINGING METAL SIGN,384,20-09-2011 12:21,2.41,17450,United Kingdom,925.44
576077,20685,DOORMAT RED RETROSPOT,1,13-11-2011 16:22,8.25,16720,United Kingdom,8.25
565915,22571,ROCKING HORSE RED CHRISTMAS ,5,07-09-2011 15:52,0.85,15752,United Kingdom,4.25
580044,23104,IVORY CAFE HANGING LAMP ,1,01-12-2011 12:36,12.5,14869,United Kingdom,12.5
569790,23169,CLASSIC GLASS COOKIE JAR,4,06-10-2011 11:42,4.15,15910,United Kingdom,16.6
568530,21175,GIN + TONIC DIET METAL SIGN,12,27-09-2011 13:42,2.55,17591,United Kingdom,30.6
579571,23084,RABBIT NIGHT LIGHT,5,30-11-2011 11:48,2.08,16657,United Kingdom,10.4
578283,20712,JUMBO BAG WOODLAND ANIMALS,30,23-11-2011 13:54,2.08,13139,United Kingdom,62.4
567186,22694,WICKER STAR ,3,18-09-2011 16:04,2.1,17073,United Kingdom,6.3
573904,23312,VINTAGE CHRISTMAS GIFT SACK,2,01-11-2011 14:54,4.15,14505,United Kingdom,8.3
572499,23569,TRADTIONAL ALPHABET STAMP SET,4,24-10-2011 14:10,4.95,15786,United Kingdom,19.8
572280,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2,23-10-2011 11:05,0.85,16007,United Kingdom,1.7
565453,23319,BOX OF 6 MINI 50'S CRACKERS,12,04-09-2011 16:05,2.49,15136,United Kingdom,29.88
571841,22109,FULL ENGLISH BREAKFAST PLATE,2,19-10-2011 12:21,3.75,17625,United Kingdom,7.5
572677,22481,BLACK TEA TOWEL CLASSIC DESIGN,1,25-10-2011 13:46,1.25,17596,United Kingdom,1.25
572295,23041,PAPER LANTERN 9 POINT SNOW STAR,1,23-10-2011 13:49,4.15,16686,United Kingdom,4.15
578008,22470,HEART OF WICKER LARGE,1,22-11-2011 12:47,2.95,14657,United Kingdom,2.95
568227,84819,DANISH ROSE ROUND SEWING BOX,1,26-09-2011 10:57,4.25,17841,United Kingdom,4.25
569331,22865,HAND WARMER OWL DESIGN,12,03-10-2011 13:39,2.1,16875,United Kingdom,25.2
578805,20677,PINK POLKADOT BOWL,8,25-11-2011 12:57,1.25,16401,United Kingdom,10
569331,22662,LUNCH BAG DOLLY GIRL DESIGN,10,03-10-2011 13:39,1.65,16875,United Kingdom,16.5
566294,21110,LARGE CAKE TOWEL PINK SPOTS,3,11-09-2011 15:41,6.75,15533,United Kingdom,20.25
572562,23493,VINTAGE DOILY TRAVEL SEWING KIT,10,25-10-2011 09:07,1.95,13481,United Kingdom,19.5
573287,22841,ROUND CAKE TIN VINTAGE GREEN,2,28-10-2011 14:42,7.95,14194,United Kingdom,15.9
574952,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,08-11-2011 09:47,0.29,13924,United Kingdom,6.96
577800,22970,LONDON BUS COFFEE MUG,24,21-11-2011 17:00,2.55,15484,United Kingdom,61.2
580672,21620,SET OF 4 ROSE BOTANICAL CANDLES,4,05-12-2011 14:29,1.25,17920,United Kingdom,5
575877,23355,HOT WATER BOTTLE KEEP CALM,8,11-11-2011 13:25,4.95,14907,United Kingdom,39.6
576388,22086,PAPER CHAIN KIT 50'S CHRISTMAS ,6,15-11-2011 10:00,2.95,17510,United Kingdom,17.7
577175,23344,JUMBO BAG 50'S CHRISTMAS ,10,18-11-2011 10:58,2.08,14849,United Kingdom,20.8
574837,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,07-11-2011 11:33,1.49,15785,United Kingdom,17.88
577472,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,20-11-2011 11:28,1.25,14503,United Kingdom,15
581429,21755,LOVE BUILDING BLOCK WORD,3,08-12-2011 15:41,6.25,16322,United Kingdom,18.75
581196,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,07-12-2011 17:25,1.45,12935,United Kingdom,17.4
576911,23209,LUNCH BAG VINTAGE DOILY ,1,17-11-2011 10:01,1.65,17461,United Kingdom,1.65
572513,22616,PACK OF 12 LONDON TISSUES ,12,24-10-2011 14:36,0.39,16728,United Kingdom,4.68
574726,21984,PACK OF 12 PINK PAISLEY TISSUES ,6,06-11-2011 14:56,0.39,14664,United Kingdom,2.34
571940,22464,HANGING METAL HEART LANTERN,12,20-10-2011 09:57,1.65,15301,United Kingdom,19.8
567462,85099B,JUMBO BAG RED RETROSPOT,1,20-09-2011 12:35,2.08,14446,United Kingdom,2.08
575482,22102,MIRROR MOSAIC T-LIGHT HOLDER ,3,09-11-2011 16:33,1.65,15916,United Kingdom,4.95
567672,72586,SET OF 6 HALLOWEEN GHOST T-LIGHTS,4,21-09-2011 15:39,0.42,16085,United Kingdom,1.68
569900,21015,DARK BIRD HOUSE TREE DECORATION,24,06-10-2011 16:17,0.29,17651,United Kingdom,6.96
574934,23233,WRAP POPPIES  DESIGN,25,07-11-2011 16:50,0.42,16717,United Kingdom,10.5
581142,21012,ANTIQUE ALL GLASS CANDLESTICK,1,07-12-2011 13:38,2.1,14204,United Kingdom,2.1
578146,23229,VINTAGE DONKEY TAIL GAME ,2,23-11-2011 11:07,3.75,13742,United Kingdom,7.5
577480,21682,LARGE MEDINA STAMPED METAL BOWL ,2,20-11-2011 11:37,4.95,14525,United Kingdom,9.9
572058,21739,COSY SLIPPER SHOES SMALL GREEN,1,20-10-2011 12:43,2.95,18252,United Kingdom,2.95
572082,23174,REGENCY SUGAR BOWL GREEN,8,20-10-2011 14:18,4.15,17672,United Kingdom,33.2
572669,23289,DOLLY GIRL CHILDRENS BOWL,12,25-10-2011 13:10,1.25,16549,United Kingdom,15
576077,20973,12 PENCIL SMALL TUBE WOODLAND,16,13-11-2011 16:22,0.65,16720,United Kingdom,10.4
578255,23299,FOOD COVER WITH BEADS SET 2 ,1,23-11-2011 12:58,3.75,14675,United Kingdom,3.75
570701,22727,ALARM CLOCK BAKELIKE RED ,12,12-10-2011 09:35,3.75,16652,United Kingdom,45
568185,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,25-09-2011 14:08,6.35,16594,United Kingdom,6.35
579391,22534,MAGIC DRAWING SLATE SPACEBOY ,24,29-11-2011 12:07,0.42,14251,United Kingdom,10.08
574744,21931,JUMBO STORAGE BAG SUKI,10,07-11-2011 07:38,2.08,16612,United Kingdom,20.8
576676,23174,REGENCY SUGAR BOWL GREEN,4,16-11-2011 12:03,4.15,16855,United Kingdom,16.6
580727,22331,WOODLAND PARTY BAG + STICKER SET,2,05-12-2011 17:17,3.29,14096,United Kingdom,6.58
574100,23365,SET 12 COLOUR PENCILS LOVE LONDON,24,03-11-2011 10:13,0.65,14098,United Kingdom,15.6
571883,23091,ZINC HERB GARDEN CONTAINER,2,19-10-2011 13:58,6.25,14704,United Kingdom,12.5
565541,23206,LUNCH BAG APPLE DESIGN,4,05-09-2011 12:00,1.65,14159,United Kingdom,6.6
574852,46000S,POLYESTER FILLER PAD 40x40cm,2,07-11-2011 12:04,1.45,15493,United Kingdom,2.9
569684,23329,DECORATIVE WICKER HEART LARGE,12,05-10-2011 14:42,1.65,13947,United Kingdom,19.8
574290,23217,LAUREL HEART ANTIQUE SILVER,6,03-11-2011 15:18,1.25,17403,United Kingdom,7.5
578289,85053,FRENCH ENAMEL CANDLEHOLDER,4,23-11-2011 14:07,2.1,17841,United Kingdom,8.4
571322,23200,JUMBO BAG PEARS,10,17-10-2011 11:05,2.08,13534,United Kingdom,20.8
570197,84580,MOUSE TOY WITH PINK T-SHIRT,1,07-10-2011 15:45,3.75,13755,United Kingdom,3.75
566200,17107D,FLOWER FAIRY 5 DRAWER LINERS,1,09-09-2011 14:14,2.55,16910,United Kingdom,2.55
578275,21705,BAG 500g SWIRLY MARBLES,4,23-11-2011 13:46,1.65,15916,United Kingdom,6.6
573405,85131A,BEADED PEARL HEART WHITE ON STICK,3,30-10-2011 15:55,1.25,13822,United Kingdom,3.75
570818,22570,FELTCRAFT CUSHION RABBIT,2,12-10-2011 12:47,3.75,17841,United Kingdom,7.5
571442,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,12,17-10-2011 13:39,0.29,17049,United Kingdom,3.48
567474,23406,HOME SWEET HOME KEY HOLDER,2,20-09-2011 12:53,6.25,13448,United Kingdom,12.5
569669,23425,STORAGE TIN HOME SWEET HOME,3,05-10-2011 13:47,2.49,14730,United Kingdom,7.47
577258,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,10,18-11-2011 12:27,2.55,16764,United Kingdom,25.5
569469,84509C,SET OF 4 POLKADOT PLACEMATS ,2,04-10-2011 12:22,3.75,16360,United Kingdom,7.5
568346,22629,SPACEBOY LUNCH BOX ,1,26-09-2011 15:28,4.13,14096,United Kingdom,4.13
575870,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,4,11-11-2011 12:46,2.55,15557,United Kingdom,10.2
581478,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,24,09-12-2011 08:59,1.25,17364,United Kingdom,30
571673,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,18-10-2011 13:19,0.29,13991,United Kingdom,6.96
571408,23500,KEY RING BASEBALL BOOT ASSORTED ,2,17-10-2011 12:22,1.25,15012,United Kingdom,2.5
572315,23014,GLASS APOTHECARY BOTTLE ELIXIR,1,23-10-2011 16:00,3.95,14504,United Kingdom,3.95
580632,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER ,3,05-12-2011 12:16,4.25,16360,United Kingdom,12.75
568326,22727,ALARM CLOCK BAKELIKE RED ,4,26-09-2011 14:00,3.75,13200,United Kingdom,15
580290,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,1,02-12-2011 13:35,1.65,17221,United Kingdom,1.65
573345,22946,WOODEN ADVENT CALENDAR CREAM,2,30-10-2011 12:14,16.95,17609,United Kingdom,33.9
569580,23348,CHILDRENS TOY COOKING UTENSIL SET,4,05-10-2011 11:16,2.08,15039,United Kingdom,8.32
580640,23355,HOT WATER BOTTLE KEEP CALM,1,05-12-2011 12:51,4.95,16910,United Kingdom,4.95
575204,22534,MAGIC DRAWING SLATE SPACEBOY ,24,09-11-2011 10:16,0.42,15027,United Kingdom,10.08
575131,22637,PIGGY BANK RETROSPOT ,4,08-11-2011 14:39,2.55,15208,United Kingdom,10.2
575516,20750,RED RETROSPOT MINI CASES,6,10-11-2011 10:45,7.95,17340,United Kingdom,47.7
570190,84997D,CHILDRENS CUTLERY POLKADOT PINK,4,07-10-2011 15:18,4.15,13456,United Kingdom,16.6
572186,22942,CHRISTMAS LIGHTS 10 SANTAS ,2,21-10-2011 10:55,8.5,16497,United Kingdom,17
566721,22654,DELUXE SEWING KIT ,3,14-09-2011 12:50,5.95,12921,United Kingdom,17.85
580697,22643,SET OF 4 NAPKIN CHARMS LEAVES   ,1,05-12-2011 16:05,0.79,15984,United Kingdom,0.79
578620,22386,JUMBO BAG PINK POLKADOT,1,24-11-2011 15:21,2.08,17247,United Kingdom,2.08
568164,22600,CHRISTMAS RETROSPOT STAR WOOD,12,25-09-2011 12:39,0.85,14561,United Kingdom,10.2
568101,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,23-09-2011 15:21,0.55,15978,United Kingdom,13.2
577171,23583,LUNCH BAG PAISLEY PARK  ,10,18-11-2011 10:52,1.65,17159,United Kingdom,16.5
572024,22621,TRADITIONAL KNITTING NANCY,12,20-10-2011 11:17,1.65,14631,United Kingdom,19.8
580972,23219,LAUREL STAR ANTIQUE SILVER ,12,06-12-2011 15:10,1.25,15194,United Kingdom,15
573130,23051,RECYCLED ACAPULCO MAT BLUE,1,27-10-2011 16:41,8.25,13969,United Kingdom,8.25
571284,23338,EGG FRYING PAN RED ,1,16-10-2011 14:07,2.08,14562,United Kingdom,2.08
572563,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,25-10-2011 09:31,1.25,12928,United Kingdom,15
577754,22835,HOT WATER BOTTLE I AM SO POORLY,24,21-11-2011 14:47,4.25,18139,United Kingdom,102
569229,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,02-10-2011 14:56,0.39,14502,United Kingdom,0.39
568197,35953,FOLKART STAR CHRISTMAS DECORATIONS,48,25-09-2011 14:52,0.39,16746,United Kingdom,18.72
569469,21524,DOORMAT SPOTTY HOME SWEET HOME,1,04-10-2011 12:22,8.25,16360,United Kingdom,8.25
568326,15056BL,EDWARDIAN PARASOL BLACK,3,26-09-2011 14:00,5.95,13200,United Kingdom,17.85
565438,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,04-09-2011 13:56,2.08,17229,United Kingdom,20.8
567853,21770,OPEN CLOSED METAL SIGN,1,22-09-2011 13:31,4.95,15484,United Kingdom,4.95
578270,22349,DOG BOWL CHASING BALL DESIGN,2,23-11-2011 13:39,7.46,14096,United Kingdom,14.92
567043,21506,"FANCY FONT BIRTHDAY CARD, ",12,16-09-2011 11:27,0.42,13268,United Kingdom,5.04
578954,22810,SET OF 6 T-LIGHTS SNOWMEN,3,27-11-2011 15:02,2.95,15054,United Kingdom,8.85
576075,23309,SET OF 60 I LOVE LONDON CAKE CASES ,6,13-11-2011 16:16,0.55,15861,United Kingdom,3.3
576592,22419,LIPSTICK PEN RED,1,15-11-2011 14:47,0.42,13614,United Kingdom,0.42
575007,23377,PACK OF 12 DOLLY GIRL TISSUES,24,08-11-2011 11:20,0.39,14140,United Kingdom,9.36
565803,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,07-09-2011 10:38,2.08,17735,United Kingdom,20.8
572227,22210,WOOD STAMP SET BEST WISHES,2,21-10-2011 14:01,0.83,15051,United Kingdom,1.66
580876,22383,LUNCH BAG SUKI DESIGN ,2,06-12-2011 12:12,1.65,14071,United Kingdom,3.3
566235,82484,WOOD BLACK BOARD ANT WHITE FINISH,4,11-09-2011 11:17,7.95,15636,United Kingdom,31.8
576592,21949,SET OF 6 STRAWBERRY CHOPSTICKS,1,15-11-2011 14:47,1.25,13614,United Kingdom,1.25
579196,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,2,28-11-2011 15:54,2.46,14096,United Kingdom,4.92
569207,22845,VINTAGE CREAM CAT FOOD CONTAINER,1,02-10-2011 11:04,6.35,17811,United Kingdom,6.35
572882,23100,SILVER BELLS TABLE DECORATION,12,26-10-2011 13:36,1.25,18226,United Kingdom,15
572652,84879,ASSORTED COLOUR BIRD ORNAMENT,8,25-10-2011 12:11,1.69,15805,United Kingdom,13.52
579991,23354,6 GIFT TAGS 50'S CHRISTMAS ,12,01-12-2011 11:20,0.83,13159,United Kingdom,9.96
576677,85099B,JUMBO BAG RED RETROSPOT,2,16-11-2011 12:03,2.08,16393,United Kingdom,4.16
577072,21557,SET OF 6 FUNKY BEAKERS,6,17-11-2011 15:02,2.95,15089,United Kingdom,17.7
580542,23562,SET OF 6 RIBBONS PERFECTLY PRETTY  ,6,05-12-2011 09:04,2.89,15358,United Kingdom,17.34
574077,21367,MIRRORED WALL ART GENTS,2,02-11-2011 15:56,0.75,17999,United Kingdom,1.5
570223,22571,ROCKING HORSE RED CHRISTMAS ,3,09-10-2011 13:11,0.85,15787,United Kingdom,2.55
575482,23085,ANTIQUE SILVER BAUBLE LAMP  ,3,09-11-2011 16:33,10.4,15916,United Kingdom,31.2
572192,22572,ROCKING HORSE GREEN CHRISTMAS ,3,21-10-2011 11:30,0.85,18118,United Kingdom,2.55
571671,23381,PACK OF 12 VINTAGE LEAF TISSUES ,12,18-10-2011 13:15,0.39,16940,United Kingdom,4.68
566083,21873,IF YOU CAN'T STAND THE HEAT MUG,12,09-09-2011 10:10,1.25,13145,United Kingdom,15
574302,84946,ANTIQUE SILVER T-LIGHT GLASS,12,03-11-2011 16:28,1.25,13914,United Kingdom,15
579249,82600,N0 SINGING METAL SIGN,192,28-11-2011 16:32,2.39,17450,United Kingdom,458.88
580727,22083,PAPER CHAIN KIT RETROSPOT,2,05-12-2011 17:17,5.79,14096,United Kingdom,11.58
577726,71101E,STANDING FAIRY POLE SUPPORT ,12,21-11-2011 12:40,0.85,15676,United Kingdom,10.2
573406,23204,CHARLOTTE BAG APPLES DESIGN,10,30-10-2011 15:57,0.85,14112,United Kingdom,8.5
573887,82483,WOOD 2 DRAWER CABINET WHITE FINISH,2,01-11-2011 13:39,6.95,16173,United Kingdom,13.9
575166,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,24,08-11-2011 17:09,0.29,17022,United Kingdom,6.96
579473,21731,RED TOADSTOOL LED NIGHT LIGHT,12,29-11-2011 15:17,1.65,13198,United Kingdom,19.8
580516,22600,CHRISTMAS RETROSPOT STAR WOOD,4,04-12-2011 14:15,0.85,17954,United Kingdom,3.4
571883,23263,SET OF 3 WOODEN HEART DECORATIONS,2,19-10-2011 13:58,1.25,14704,United Kingdom,2.5
569472,22792,FLUTED ANTIQUE CANDLE HOLDER,12,04-10-2011 12:38,0.85,14515,United Kingdom,10.2
575964,23322,LARGE WHITE HEART OF WICKER,1,13-11-2011 12:31,2.95,15021,United Kingdom,2.95
577633,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,21-11-2011 10:35,1.65,14194,United Kingdom,19.8
565807,23133,LARGE IVORY HEART WALL ORGANISER,2,07-09-2011 10:55,8.25,14334,United Kingdom,16.5
566669,85049E,SCANDINAVIAN REDS RIBBONS,12,14-09-2011 11:36,1.25,18065,United Kingdom,15
565444,23396,LA JARDIN BOTANIQUE CUSHION COVER,4,04-09-2011 14:36,3.75,17894,United Kingdom,15
576687,22666,RECIPE BOX PANTRY YELLOW DESIGN,1,16-11-2011 12:13,2.95,13558,United Kingdom,2.95
577095,21123,SET/10 IVORY POLKADOT PARTY CANDLES,2,17-11-2011 16:39,1.25,15867,United Kingdom,2.5
576592,23571,TRADITIONAL NAUGHTS & CROSSES,6,15-11-2011 14:47,1.65,13614,United Kingdom,9.9
578949,22996,TRAVEL CARD WALLET VINTAGE TICKET,1,27-11-2011 14:30,0.42,14954,United Kingdom,0.42
567200,21172,PARTY METAL SIGN ,12,19-09-2011 10:15,1.45,16460,United Kingdom,17.4
